OID_,gasht_name_str,ZONE_CODE,COUNT,AREA,MEAN
287,17689,287,152.000000000000000,136800.000000000000000,1144.945434570312500
288,11187,288,99.000000000000000,89100.000000000000000,1181.288452148437500
289,18336,289,92.000000000000000,82800.000000000000000,1191.710693359375000
290,15148,290,55.000000000000000,49500.000000000000000,1391.481567382812500
291,18197,291,120.000000000000000,108000.000000000000000,1198.454630533853560
292,19859,292,385.000000000000000,346500.000000000000000,1604.187961330661210
293,19847,293,273.000000000000000,245700.000000000000000,1838.089599609375000
294,19758,294,236.000000000000000,212400.000000000000000,1670.561493437169020
295,19858,295,830.000000000000000,747000.000000000000000,1679.327017101607908
296,18796,296,413.000000000000000,371700.000000000000000,1145.200617386123668
297,18778,297,162.000000000000000,145800.000000000000000,1148.747070312500000
298,18638,298,236.000000000000000,212400.000000000000000,1112.854858398437500
299,18818,299,102.000000000000000,91800.000000000000000,1191.710693359375000
300,18657,300,297.000000000000000,267300.000000000000000,1112.854858398437500
301,18479,301,115.000000000000000,103500.000000000000000,1148.747070312500000
302,18749,302,303.000000000000000,272700.000000000000000,1112.854858398437500
303,19988,303,1443.000000000000000,1298700.000000000000000,1482.335937500000000
304,17166,304,56.000000000000000,50400.000000000000000,1209.914428710937500
305,17447,305,134.000000000000000,120600.000000000000000,1202.670043945312500
306,14397,306,182.000000000000000,163800.000000000000000,1486.961059570312500
307,11816,307,147.000000000000000,132300.000000000000000,1144.945434570312500
308,19986,308,789.000000000000000,710100.000000000000000,1482.335937500000000
309,19639,309,264.000000000000000,237600.000000000000000,1508.386160185842073
310,11167,310,85.000000000000000,76500.000000000000000,1181.288452148437500
311,11696,311,293.000000000000000,263700.000000000000000,1181.288452148437500
312,11396,312,38.000000000000000,34200.000000000000000,1246.728759765625000
313,15617,313,58.000000000000000,52200.000000000000000,1246.728759765625000
314,16737,314,119.000000000000000,107100.000000000000000,1406.960097369025561
315,17739,315,129.000000000000000,116100.000000000000000,1144.945434570312500
316,15649,316,93.000000000000000,83700.000000000000000,1235.249022124915655
317,15478,317,55.000000000000000,49500.000000000000000,1353.948486328125000
318,16367,318,274.000000000000000,246600.000000000000000,1267.738320455063558
319,14447,319,181.000000000000000,162900.000000000000000,1295.828896538329445
