OID_,gasht_name_str,ZONE_CODE,COUNT,AREA,MEDIAN
145,19819,145,2415.000000000000000,2173500.000000000000000,0.080588720738888
146,19788,146,139.000000000000000,125100.000000000000000,0.098111659288406
147,15997,147,63.000000000000000,56700.000000000000000,0.037572037428617
148,18458,148,851.000000000000000,765900.000000000000000,0.033382806926966
149,15396,149,502.000000000000000,451800.000000000000000,0.312634631991386
150,18731,150,181.000000000000000,162900.000000000000000,0.129096150398254
151,18757,151,146.000000000000000,131400.000000000000000,0.040119132027030
152,14719,152,274.000000000000000,246600.000000000000000,0.038814034312963
153,16697,153,234.000000000000000,210600.000000000000000,0.065565906465054
154,15899,154,59.000000000000000,53100.000000000000000,0.053497094660997
155,16198,155,99.000000000000000,89100.000000000000000,0.036027319729328
156,18367,156,489.000000000000000,440100.000000000000000,0.033449638634920
157,17856,157,254.000000000000000,228600.000000000000000,0.031001933850348
158,16576,158,584.000000000000000,525600.000000000000000,0.051926283165812
159,17736,159,180.000000000000000,162000.000000000000000,0.035219848155975
160,15978,160,52.000000000000000,46800.000000000000000,0.033604238182306
161,15187,161,113.000000000000000,101700.000000000000000,0.092519290745258
162,19669,162,196.000000000000000,176400.000000000000000,0.067994210869074
163,17467,163,454.000000000000000,408600.000000000000000,0.044956220313907
164,16586,164,557.000000000000000,501300.000000000000000,0.044608630239964
165,11168,165,58.000000000000000,52200.000000000000000,0.025730102322996
166,14646,166,781.000000000000000,702900.000000000000000,0.040130689740181
167,16587,167,501.000000000000000,450900.000000000000000,0.029955454170704
168,19556,168,1472.000000000000000,1324800.000000000000000,0.099152743816376
169,11856,169,100.000000000000000,90000.000000000000000,0.018680575303733
170,16948,170,82.000000000000000,73800.000000000000000,0.057157507166266
171,11388,171,93.000000000000000,83700.000000000000000,0.023168725892901
172,16696,172,353.000000000000000,317700.000000000000000,0.073154456913471
173,16599,173,765.000000000000000,688500.000000000000000,0.048317581415176
174,17718,174,95.000000000000000,85500.000000000000000,0.030362093821168
175,19976,175,1017.000000000000000,915300.000000000000000,0.138771414756775
176,14549,176,117.000000000000000,105300.000000000000000,0.032635953277349
177,18396,177,209.000000000000000,188100.000000000000000,0.082943290472031
178,11418,178,45.000000000000000,40500.000000000000000,0.036194942891598
179,13881,179,3325.000000000000000,2992500.000000000000000,0.045201122760773
180,14616,180,352.000000000000000,316800.000000000000000,0.038245908915997
181,11888,181,197.000000000000000,177300.000000000000000,0.035095106810331
182,17769,182,717.000000000000000,645300.000000000000000,0.151428207755089
183,11459,183,76.000000000000000,68400.000000000000000,0.011480508372188
184,11397,184,70.000000000000000,63000.000000000000000,0.016030406579375
185,16786,185,3517.000000000000000,3165300.000000000000000,0.150841057300568
186,17797,186,297.000000000000000,267300.000000000000000,0.049113508313894
187,16849,187,203.000000000000000,182700.000000000000000,0.043574642390013
